Variable,Municipality,Time,Value
crop_yield_total,Töreboda,2005,6.270670975099791
crop_yield_total,Uddevalla,2005,6.270670975099791
crop_yield_total,Ulricehamn,2005,6.270670975099791
crop_yield_total,Vara,2005,6.270670975099791
crop_yield_total,Vänersborg,2005,6.270670975099791
crop_yield_total,Vårgårda,2005,6.270670975099791
crop_yield_total,Åmål,2005,6.270670975099791
crop_yield_total,Öckerö,2005,6.270670975099791
crop_yield_total,Arboga,2005,5.754245754245754
crop_yield_total,Fagersta,2005,5.754245754245754
crop_yield_total,Hallstahammar,2005,5.754245754245754
crop_yield_total,Kungsör,2005,5.754245754245754
crop_yield_total,Köping,2005,5.754245754245754
crop_yield_total,Norberg,2005,5.754245754245754
crop_yield_total,Sala,2005,5.754245754245754
crop_yield_total,Skinnskatteberg,2005,5.754245754245754
crop_yield_total,Surahammar,2005,5.754245754245754
crop_yield_total,Västerås,2005,5.754245754245754
crop_yield_total,Arvika,2005,5.18716577540107
crop_yield_total,Eda,2005,5.18716577540107
crop_yield_total,Filipstad,2005,5.18716577540107
crop_yield_total,Forshaga,2005,5.18716577540107
crop_yield_total,Grums,2005,5.18716577540107
crop_yield_total,Hagfors,2005,5.18716577540107
crop_yield_total,Hammarö,2005,5.18716577540107
crop_yield_total,Karlstad,2005,5.18716577540107
crop_yield_total,Kil,2005,5.18716577540107
crop_yield_total,Kristinehamn,2005,5.18716577540107
crop_yield_total,Munkfors,2005,5.18716577540107
crop_yield_total,Storfors,2005,5.18716577540107
crop_yield_total,Sunne,2005,5.18716577540107
crop_yield_total,Säffle,2005,5.18716577540107
crop_yield_total,Torsby,2005,5.18716577540107
crop_yield_total,Årjäng,2005,5.18716577540107
crop_yield_total,Askersund,2005,6.071428571428571
crop_yield_total,Degerfors,2005,6.071428571428571
crop_yield_total,Hallsberg,2005,6.071428571428571
crop_yield_total,Hällefors,2005,6.071428571428571
crop_yield_total,Karlskoga,2005,6.071428571428571
crop_yield_total,Kumla,2005,6.071428571428571
crop_yield_total,Laxå,2005,6.071428571428571
crop_yield_total,Lekeberg,2005,6.071428571428571
crop_yield_total,Lindesberg,2005,6.071428571428571
crop_yield_total,Ljusnarsberg,2005,6.071428571428571
crop_yield_total,Nora,2005,6.071428571428571
crop_yield_total,Örebro,2005,6.071428571428571
crop_yield_total,Avesta,2005,4.489795918367347
crop_yield_total,Borlänge,2005,4.489795918367347
crop_yield_total,Falun,2005,4.489795918367347
crop_yield_total,Gagnef,2005,4.489795918367347
crop_yield_total,Hedemora,2005,4.489795918367347
crop_yield_total,Leksand,2005,4.489795918367347
crop_yield_total,Ludvika,2005,4.489795918367347
crop_yield_total,Malung,2005,4.489795918367347
crop_yield_total,Mora,2005,4.489795918367347
crop_yield_total,Orsa,2005,4.489795918367347
crop_yield_total,Rättvik,2005,4.489795918367347
crop_yield_total,Smedjebacken,2005,4.489795918367347
crop_yield_total,Säter,2005,4.489795918367347
crop_yield_total,Vansbro,2005,4.489795918367347
crop_yield_total,Älvdalen,2005,4.489795918367347
crop_yield_total,Bjuv,2005,7.7874787052810905
crop_yield_total,Bromölla,2005,7.7874787052810905
crop_yield_total,Burlöv,2005,7.7874787052810905
crop_yield_total,Båstad,2005,7.7874787052810905
crop_yield_total,Eslöv,2005,7.7874787052810905
crop_yield_total,Helsingborg,2005,7.7874787052810905
crop_yield_total,Hässleholm,2005,7.7874787052810905
crop_yield_total,Höganäs,2005,7.7874787052810905
crop_yield_total,Hörby,2005,7.7874787052810905
crop_yield_total,Höör,2005,7.7874787052810905
crop_yield_total,Klippan,2005,7.7874787052810905
crop_yield_total,Kristianstad,2005,7.7874787052810905
crop_yield_total,Kävlinge,2005,7.7874787052810905
crop_yield_total,Landskrona,2005,7.7874787052810905
crop_yield_total,Lomma,2005,7.7874787052810905
crop_yield_total,Lund,2005,7.7874787052810905
crop_yield_total,Malmö,2005,7.7874787052810905
crop_yield_total,Osby,2005,7.7874787052810905
crop_yield_total,Perstorp,2005,7.7874787052810905
crop_yield_total,Simrishamn,2005,7.7874787052810905
crop_yield_total,Sjöbo,2005,7.7874787052810905
crop_yield_total,Skurup,2005,7.7874787052810905
crop_yield_total,Staffanstorp,2005,7.7874787052810905
crop_yield_total,Svalöv,2005,7.7874787052810905
crop_yield_total,Svedala,2005,7.7874787052810905
crop_yield_total,Tomelilla,2005,7.7874787052810905
crop_yield_total,Trelleborg,2005,7.7874787052810905
crop_yield_total,Vellinge,2005,7.7874787052810905
crop_yield_total,Ystad,2005,7.7874787052810905
crop_yield_total,Ängelholm,2005,7.7874787052810905
crop_yield_total,Åstorp,2005,7.7874787052810905
crop_yield_total,Örkelljunga,2005,7.7874787052810905
crop_yield_total,Östra Göinge,2005,7.7874787052810905
crop_yield_total,Borgholm,2005,6.027397260273973
crop_yield_total,Emmaboda,2005,6.027397260273973
crop_yield_total,Hultsfred,2005,6.027397260273973
crop_yield_total,Högsby,2005,6.027397260273973
crop_yield_total,Kalmar,2005,6.027397260273973
crop_yield_total,Mönsterås,2005,6.027397260273973
crop_yield_total,Mörbylånga,2005,6.027397260273973
crop_yield_total,Nybro,2005,6.027397260273973
crop_yield_total,Oskarshamn,2005,6.027397260273973
crop_yield_total,Torsås,2005,6.027397260273973
crop_yield_total,Vimmerby,2005,6.027397260273973
crop_yield_total,Västervik,2005,6.027397260273973
crop_yield_total,Botkyrka,2005,5.756880733944954
crop_yield_total,Danderyd,2005,5.756880733944954
crop_yield_total,Ekerö,2005,5.756880733944954
crop_yield_total,Haninge,2005,5.756880733944954
crop_yield_total,Huddinge,2005,5.756880733944954
crop_yield_total,Järfälla,2005,5.756880733944954
crop_yield_total,Lidingö,2005,5.756880733944954
crop_yield_total,Nacka,2005,5.756880733944954
crop_yield_total,Norrtälje,2005,5.756880733944954
crop_yield_total,Nykvarn,2005,5.756880733944954
crop_yield_total,Nynäshamn,2005,5.756880733944954
crop_yield_total,Salem,2005,5.756880733944954
crop_yield_total,Sigtuna,2005,5.756880733944954
crop_yield_total,Sollentuna,2005,5.756880733944954
crop_yield_total,Solna,2005,5.756880733944954
crop_yield_total,Stockholm,2005,5.756880733944954
crop_yield_total,Sundbyberg,2005,5.756880733944954
crop_yield_total,Södertälje,2005,5.756880733944954
crop_yield_total,Tyresö,2005,5.756880733944954
crop_yield_total,Täby,2005,5.756880733944954
crop_yield_total,Upplands Väsby,2005,5.756880733944954
crop_yield_total,Upplands-Bro,2005,5.756880733944954
crop_yield_total,Vallentuna,2005,5.756880733944954
crop_yield_total,Vaxholm,2005,5.756880733944954
crop_yield_total,Värmdö,2005,5.756880733944954
crop_yield_total,Österåker,2005,5.756880733944954
crop_yield_total,Boxholm,2005,6.645308924485126
crop_yield_total,Finspång,2005,6.645308924485126
crop_yield_total,Kinda,2005,6.645308924485126
crop_yield_total,Linköping,2005,6.645308924485126
crop_yield_total,Mjölby,2005,6.645308924485126
crop_yield_total,Motala,2005,6.645308924485126
crop_yield_total,Norrköping,2005,6.645308924485126
crop_yield_total,Söderköping,2005,6.645308924485126
crop_yield_total,Vadstena,2005,6.645308924485126
crop_yield_total,Valdemarsvik,2005,6.645308924485126
crop_yield_total,Ydre,2005,6.645308924485126
crop_yield_total,Åtvidaberg,2005,6.645308924485126
crop_yield_total,Ödeshög,2005,6.645308924485126
crop_yield_total,Enköping,2005,5.8047258136424436
crop_yield_total,Heby,2005,5.8047258136424436
crop_yield_total,Håbo,2005,5.8047258136424436
crop_yield_total,Knivsta,2005,5.8047258136424436
crop_yield_total,Tierp,2005,5.8047258136424436
crop_yield_total,Uppsala,2005,5.8047258136424436
crop_yield_total,Älvkarleby,2005,5.8047258136424436
crop_yield_total,Östhammar,2005,5.8047258136424436
crop_yield_total,Eskilstuna,2005,5.696887686062246
crop_yield_total,Flen,2005,5.696887686062246
crop_yield_total,Gnesta,2005,5.696887686062246
crop_yield_total,Katrineholm,2005,5.696887686062246
crop_yield_total,Nyköping,2005,5.696887686062246
crop_yield_total,Oxelösund,2005,5.696887686062246
crop_yield_total,Strängnäs,2005,5.696887686062246
crop_yield_total,Trosa,2005,5.696887686062246
crop_yield_total,Vingåker,2005,5.696887686062246
crop_yield_total,Falkenberg,2005,6.444073455759599
crop_yield_total,Halmstad,2005,6.444073455759599
crop_yield_total,Hylte,2005,6.444073455759599
crop_yield_total,Kungsbacka,2005,6.444073455759599
crop_yield_total,Laholm,2005,6.444073455759599
crop_yield_total,Varberg,2005,6.444073455759599
crop_yield_total,Gotland,2005,5.1681957186544345
crop_yield_total,Karlshamn,2005,6.402116402116402
crop_yield_total,Karlskrona,2005,6.402116402116402
crop_yield_total,Olofström,2005,6.402116402116402
crop_yield_total,Ronneby,2005,6.402116402116402
crop_yield_total,Sölvesborg,2005,6.402116402116402
hydro_prod,Upplands Väsby,2005,0.0
hydro_prod,Vallentuna,2005,0.0
hydro_prod,Österåker,2005,0.0
hydro_prod,Värmdö,2005,0.0
hydro_prod,Järfälla,2005,0.0
hydro_prod,Ekerö,2005,0.0
hydro_prod,Huddinge,2005,0.0
hydro_prod,Botkyrka,2005,0.0
hydro_prod,Salem,2005,0.0
hydro_prod,Haninge,2005,0.0
hydro_prod,Tyresö,2005,951.0
hydro_prod,Upplands-Bro,2005,0.0
hydro_prod,Nykvarn,2005,0.0
hydro_prod,Täby,2005,0.0
hydro_prod,Danderyd,2005,0.0
hydro_prod,Sollentuna,2005,0.0
hydro_prod,Stockholm,2005,0.0
hydro_prod,Södertälje,2005,0.0
hydro_prod,Nacka,2005,0.0
hydro_prod,Sundbyberg,2005,0.0
hydro_prod,Solna,2005,0.0
hydro_prod,Lidingö,2005,0.0
hydro_prod,Vaxholm,2005,0.0
hydro_prod,Norrtälje,2005,0.0
hydro_prod,Sigtuna,2005,0.0
hydro_prod,Nynäshamn,2005,0.0
hydro_prod,Håbo,2005,0.0
hydro_prod,Älvkarleby,2005,653269.0
hydro_prod,Knivsta,2005,0.0
hydro_prod,Heby,2005,0.0
hydro_prod,Tierp,2005,320360.0
hydro_prod,Uppsala,2005,0.0
hydro_prod,Östhammar,2005,0.0
hydro_prod,Vingåker,2005,0.0
hydro_prod,Gnesta,2005,0.0
hydro_prod,Oxelösund,2005,0.0
hydro_prod,Flen,2005,0.0
hydro_prod,Katrineholm,2005,2277.0
hydro_prod,Eskilstuna,2005,0.0
hydro_prod,Strängnäs,2005,241.0
hydro_prod,Trosa,2005,0.0
hydro_prod,Ödeshög,2005,0.0
hydro_prod,Ydre,2005,0.0
hydro_prod,Kinda,2005,4505.0
hydro_prod,Boxholm,2005,24098.0
hydro_prod,Åtvidaberg,2005,3095.0
hydro_prod,Valdemarsvik,2005,297.0
hydro_prod,Linköping,2005,138548.0
hydro_prod,Norrköping,2005,170054.0
hydro_prod,Söderköping,2005,4743.0
hydro_prod,Motala,2005,52611.0
hydro_prod,Vadstena,2005,0.0
hydro_prod,Mjölby,2005,33442.0
hydro_prod,Aneby,2005,360.0
hydro_prod,Gnosjö,2005,0.0
hydro_prod,Mullsjö,2005,1325.0
hydro_prod,Gislaved,2005,7546.0
hydro_prod,Vaggeryd,2005,1145.0
hydro_prod,Jönköping,2005,49398.0
hydro_prod,Nässjö,2005,0.0
hydro_prod,Värnamo,2005,10591.0
hydro_prod,Sävsjö,2005,0.0
hydro_prod,Vetlanda,2005,11149.0
hydro_prod,Eksjö,2005,0.0
hydro_prod,Tranås,2005,0.0
hydro_prod,Uppvidinge,2005,1749.0
hydro_prod,Lessebo,2005,0.0
hydro_prod,Tingsryd,2005,54165.0
hydro_prod,Alvesta,2005,0.0
hydro_prod,Älmhult,2005,12161.0
hydro_prod,Markaryd,2005,174047.0
hydro_prod,Växjö,2005,6533.0
hydro_prod,Ljungby,2005,31832.0
hydro_prod,Högsby,2005,15080.0
hydro_prod,Torsås,2005,0.0
hydro_prod,Mörbylånga,2005,0.0
hydro_prod,Emmaboda,2005,203.0
hydro_prod,Kalmar,2005,0.0
hydro_prod,Oskarshamn,2005,0.0
hydro_prod,Västervik,2005,17411.0
hydro_prod,Vimmerby,2005,0.0
hydro_prod,Borgholm,2005,0.0
hydro_prod,Gotland,2005,144.0
hydro_prod,Olofström,2005,753.0
hydro_prod,Ronneby,2005,30719.0
hydro_prod,Karlshamn,2005,21900.0
hydro_prod,Sölvesborg,2005,0.0
hydro_prod,Svalöv,2005,0.0
hydro_prod,Staffanstorp,2005,0.0
hydro_prod,Burlöv,2005,0.0
hydro_prod,Vellinge,2005,0.0
hydro_prod,Östra Göinge,2005,58266.0
hydro_prod,Örkelljunga,2005,0.0
hydro_prod,Bjuv,2005,0.0
hydro_prod,Kävlinge,2005,0.0
hydro_prod,Lomma,2005,0.0
hydro_prod,Svedala,2005,0.0
hydro_prod,Skurup,2005,0.0
hydro_prod,Sjöbo,2005,0.0
hydro_prod,Hörby,2005,0.0
hydro_prod,Höör,2005,0.0
hydro_prod,Tomelilla,2005,0.0
hydro_prod,Bromölla,2005,0.0
hydro_prod,Osby,2005,24063.0
hydro_prod,Perstorp,2005,0.0
hydro_prod,Klippan,2005,0.0
hydro_prod,Åstorp,2005,0.0
hydro_prod,Båstad,2005,0.0
hydro_prod,Malmö,2005,0.0
hydro_prod,Lund,2005,0.0
hydro_prod,Landskrona,2005,0.0
hydro_prod,Helsingborg,2005,0.0
hydro_prod,Höganäs,2005,0.0
hydro_prod,Eslöv,2005,0.0
hydro_prod,Ystad,2005,0.0
hydro_prod,Trelleborg,2005,0.0
hydro_prod,Kristianstad,2005,21730.0
hydro_prod,Simrishamn,2005,0.0
hydro_prod,Ängelholm,2005,0.0
hydro_prod,Hässleholm,2005,9015.0
hydro_prod,Hylte,2005,189076.0
hydro_prod,Halmstad,2005,73719.0
hydro_prod,Laholm,2005,315076.0
hydro_prod,Falkenberg,2005,191679.0
hydro_prod,Varberg,2005,6444.0
hydro_prod,Kungsbacka,2005,1453.0
hydro_prod,Härryda,2005,1952.0
hydro_prod,Partille,2005,5445.0
hydro_prod,Öckerö,2005,0.0
hydro_prod,Stenungsund,2005,0.0
hydro_prod,Tjörn,2005,0.0
hydro_prod,Orust,2005,0.0
hydro_prod,Sotenäs,2005,0.0
hydro_prod,Munkedal,2005,10788.0
hydro_prod,Tanum,2005,0.0
hydro_prod,Dals-Ed,2005,0.0
hydro_prod,Ale,2005,0.0
hydro_prod,Lerum,2005,18437.0
hydro_prod,Vårgårda,2005,3843.0
hydro_prod,Bollebygd,2005,2975.0
hydro_prod,Grästorp,2005,620.0
hydro_prod,Essunga,2005,713.0
hydro_prod,Karlsborg,2005,5406.0
hydro_prod,Gullspång,2005,67504.0
hydro_prod,Tranemo,2005,963.0
hydro_prod,Bengtsfors,2005,53167.0
hydro_prod,Mellerud,2005,29373.0
hydro_prod,Lilla Edet,2005,177423.0
hydro_prod,Mark,2005,63307.0
hydro_prod,Svenljunga,2005,52465.0
hydro_prod,Vara,2005,1663.0
hydro_prod,Götene,2005,0.0
hydro_prod,Töreboda,2005,0.0
hydro_prod,Göteborg,2005,0.0
hydro_prod,Mölndal,2005,0.0
hydro_prod,Kungälv,2005,0.0
hydro_prod,Lysekil,2005,0.0
hydro_prod,Uddevalla,2005,0.0
hydro_prod,Strömstad,2005,0.0
hydro_prod,Vänersborg,2005,143394.0
hydro_prod,Trollhättan,2005,1070607.0
hydro_prod,Alingsås,2005,6898.0
hydro_prod,Borås,2005,19067.0
hydro_prod,Ulricehamn,2005,0.0
hydro_prod,Åmål,2005,3043.0
hydro_prod,Mariestad,2005,8046.0
hydro_prod,Lidköping,2005,3702.0
hydro_prod,Skara,2005,1809.0
hydro_prod,Falköping,2005,781.0
hydro_prod,Kil,2005,19386.0
hydro_prod,Torsby,2005,875753.0
hydro_prod,Storfors,2005,4405.0
hydro_prod,Hammarö,2005,0.0
hydro_prod,Munkfors,2005,184543.0
hydro_prod,Forshaga,2005,143916.0
hydro_prod,Grums,2005,3690.0
hydro_prod,Årjäng,2005,13409.0
hydro_prod,Sunne,2005,99014.0
hydro_prod,Karlstad,2005,26808.0
hydro_prod,Filipstad,2005,43344.0
hydro_prod,Hagfors,2005,598084.0
hydro_prod,Säffle,2005,2557.0
hydro_prod,Lekeberg,2005,4361.0
hydro_prod,Laxå,2005,2454.0
hydro_prod,Degerfors,2005,48831.0
hydro_prod,Hällefors,2005,40155.0
hydro_prod,Ljusnarsberg,2005,14778.0
hydro_prod,Kumla,2005,0.0
hydro_prod,Askersund,2005,510.0
hydro_prod,Karlskoga,2005,54257.0
hydro_prod,Nora,2005,21690.0
hydro_prod,Lindesberg,2005,56053.0
hydro_prod,Surahammar,2005,20012.0
hydro_prod,Kungsör,2005,1152.0
hydro_prod,Hallstahammar,2005,45485.0
hydro_prod,Västerås,2005,3771.0
hydro_prod,Sala,2005,0.0
hydro_prod,Fagersta,2005,16156.0
hydro_prod,Köping,2005,10861.0
hydro_prod,Arboga,2005,18618.0
hydro_prod,Vansbro,2005,98470.0
hydro_prod,Malung,2005,109187.0
hydro_prod,Gagnef,2005,277360.0
hydro_prod,Leksand,2005,102312.0
hydro_prod,Rättvik,2005,17252.0
hydro_prod,Orsa,2005,97944.0
hydro_prod,Älvdalen,2005,809082.0
hydro_prod,Smedjebacken,2005,28108.0
hydro_prod,Mora,2005,158891.0
hydro_prod,Falun,2005,29485.0
hydro_prod,Borlänge,2005,806536.0
hydro_prod,Säter,2005,454205.0
hydro_prod,Hedemora,2005,210.0
hydro_prod,Avesta,2005,353286.0
hydro_prod,Ludvika,2005,37577.0
hydro_prod,Hofors,2005,0.0
hydro_prod,Ovanåker,2005,150763.0
hydro_prod,Ljusdal,2005,506623.0
hydro_prod,Gävle,2005,54276.0
hydro_prod,Sandviken,2005,15375.0
hydro_prod,Söderhamn,2005,639419.0
hydro_prod,Bollnäs,2005,719696.0
hydro_prod,Hudiksvall,2005,24748.0
hydro_prod,Ånge,2005,1405132.0
hydro_prod,Timrå,2005,896184.0
hydro_prod,Härnösand,2005,0.0
hydro_prod,Sundsvall,2005,949278.0
hydro_prod,Kramfors,2005,0.0
hydro_prod,Sollefteå,2005,10931118.0
hydro_prod,Ragunda,2005,6923880.0
hydro_prod,Krokom,2005,1632861.0
hydro_prod,Strömsund,2005,2067814.0
hydro_prod,Åre,2005,1233712.0
hydro_prod,Berg,2005,711680.0
hydro_prod,Härjedalen,2005,2236842.0
hydro_prod,Östersund,2005,69592.0
hydro_prod,Nordmaling,2005,5000.0
hydro_prod,Bjurholm,2005,0.0
hydro_prod,Vindeln,2005,658100.0
hydro_prod,Robertsfors,2005,37700.0
hydro_prod,Norsjö,2005,776721.0
hydro_prod,Malå,2005,874848.0
hydro_prod,Storuman,2005,2662777.0
hydro_prod,Sorsele,2005,0.0
hydro_prod,Dorotea,2005,0.0
hydro_prod,Vännäs,2005,1446420.0
hydro_prod,Vilhelmina,2005,700589.0
hydro_prod,Åsele,2005,480460.0
hydro_prod,Umeå,2005,2688812.0
hydro_prod,Lycksele,2005,1771644.0
hydro_prod,Arvidsjaur,2005,856510.0
hydro_prod,Arjeplog,2005,360141.0
hydro_prod,Överkalix,2005,0.0
hydro_prod,Kalix,2005,0.0
hydro_prod,Övertorneå,2005,0.0
hydro_prod,Gällivare,2005,1946910.0
hydro_prod,Älvsbyn,2005,0.0
hydro_prod,Luleå,2005,0.0
hydro_prod,Piteå,2005,172350.0
hydro_prod,Boden,2005,1777889.0
hydro_prod,Haparanda,2005,0.0
hydro_prod,Kiruna,2005,0.0
crop_yield_total,Ale,2006,5.982142857142857
crop_yield_total,Alingsås,2006,5.982142857142857
crop_yield_total,Bengtsfors,2006,5.982142857142857
crop_yield_total,Bollebygd,2006,5.982142857142857
crop_yield_total,Borås,2006,5.982142857142857
crop_yield_total,Dals-Ed,2006,5.982142857142857
crop_yield_total,Essunga,2006,5.982142857142857
crop_yield_total,Falköping,2006,5.982142857142857
crop_yield_total,Färgelanda,2006,5.982142857142857
crop_yield_total,Grästorp,2006,5.982142857142857
crop_yield_total,Gullspång,2006,5.982142857142857
crop_yield_total,Göteborg,2006,5.982142857142857
crop_yield_total,Götene,2006,5.982142857142857
crop_yield_total,Herrljunga,2006,5.982142857142857
crop_yield_total,Hjo,2006,5.982142857142857
crop_yield_total,Härryda,2006,5.982142857142857
crop_yield_total,Karlsborg,2006,5.982142857142857
crop_yield_total,Kungälv,2006,5.982142857142857
crop_yield_total,Lerum,2006,5.982142857142857
crop_yield_total,Lidköping,2006,5.982142857142857
crop_yield_total,Lilla Edet,2006,5.982142857142857
crop_yield_total,Lysekil,2006,5.982142857142857
crop_yield_total,Mariestad,2006,5.982142857142857
crop_yield_total,Mark,2006,5.982142857142857
crop_yield_total,Mellerud,2006,5.982142857142857
crop_yield_total,Munkedal,2006,5.982142857142857
crop_yield_total,Mölndal,2006,5.982142857142857
crop_yield_total,Orust,2006,5.982142857142857
crop_yield_total,Partille,2006,5.982142857142857
crop_yield_total,Skara,2006,5.982142857142857
crop_yield_total,Skövde,2006,5.982142857142857
crop_yield_total,Sotenäs,2006,5.982142857142857
crop_yield_total,Stenungsund,2006,5.982142857142857
crop_yield_total,Strömstad,2006,5.982142857142857
crop_yield_total,Svenljunga,2006,5.982142857142857
crop_yield_total,Tanum,2006,5.982142857142857
crop_yield_total,Tibro,2006,5.982142857142857
crop_yield_total,Tidaholm,2006,5.982142857142857
crop_yield_total,Tjörn,2006,5.982142857142857
crop_yield_total,Tranemo,2006,5.982142857142857
crop_yield_total,Trollhättan,2006,5.982142857142857
crop_yield_total,Töreboda,2006,5.982142857142857
crop_yield_total,Uddevalla,2006,5.982142857142857
crop_yield_total,Ulricehamn,2006,5.982142857142857
crop_yield_total,Vara,2006,5.982142857142857
crop_yield_total,Vänersborg,2006,5.982142857142857
crop_yield_total,Vårgårda,2006,5.982142857142857
crop_yield_total,Åmål,2006,5.982142857142857
crop_yield_total,Öckerö,2006,5.982142857142857
crop_yield_total,Aneby,2006,4.105263157894737
crop_yield_total,Eksjö,2006,4.105263157894737
crop_yield_total,Gislaved,2006,4.105263157894737
crop_yield_total,Gnosjö,2006,4.105263157894737
crop_yield_total,Habo,2006,4.105263157894737
crop_yield_total,Jönköping,2006,4.105263157894737
crop_yield_total,Mullsjö,2006,4.105263157894737
crop_yield_total,Nässjö,2006,4.105263157894737
crop_yield_total,Sävsjö,2006,4.105263157894737
crop_yield_total,Tranås,2006,4.105263157894737
crop_yield_total,Vaggeryd,2006,4.105263157894737
crop_yield_total,Vetlanda,2006,4.105263157894737
crop_yield_total,Värnamo,2006,4.105263157894737
crop_yield_total,Arboga,2006,5.103785103785103
crop_yield_total,Fagersta,2006,5.103785103785103
crop_yield_total,Hallstahammar,2006,5.103785103785103
crop_yield_total,Kungsör,2006,5.103785103785103
crop_yield_total,Köping,2006,5.103785103785103
crop_yield_total,Norberg,2006,5.103785103785103
crop_yield_total,Sala,2006,5.103785103785103
crop_yield_total,Skinnskatteberg,2006,5.103785103785103
crop_yield_total,Surahammar,2006,5.103785103785103
crop_yield_total,Västerås,2006,5.103785103785103
crop_yield_total,Arvika,2006,5.145631067961165
crop_yield_total,Eda,2006,5.145631067961165
crop_yield_total,Filipstad,2006,5.145631067961165
crop_yield_total,Forshaga,2006,5.145631067961165
crop_yield_total,Grums,2006,5.145631067961165
crop_yield_total,Hagfors,2006,5.145631067961165
crop_yield_total,Hammarö,2006,5.145631067961165
crop_yield_total,Karlstad,2006,5.145631067961165
crop_yield_total,Kil,2006,5.145631067961165
crop_yield_total,Kristinehamn,2006,5.145631067961165
crop_yield_total,Munkfors,2006,5.145631067961165
crop_yield_total,Storfors,2006,5.145631067961165
crop_yield_total,Sunne,2006,5.145631067961165
crop_yield_total,Säffle,2006,5.145631067961165
crop_yield_total,Torsby,2006,5.145631067961165
crop_yield_total,Årjäng,2006,5.145631067961165
crop_yield_total,Askersund,2006,5.817258883248731
crop_yield_total,Degerfors,2006,5.817258883248731
crop_yield_total,Hallsberg,2006,5.817258883248731
crop_yield_total,Hällefors,2006,5.817258883248731
crop_yield_total,Karlskoga,2006,5.817258883248731
crop_yield_total,Kumla,2006,5.817258883248731
crop_yield_total,Laxå,2006,5.817258883248731
crop_yield_total,Lekeberg,2006,5.817258883248731
crop_yield_total,Lindesberg,2006,5.817258883248731
crop_yield_total,Ljusnarsberg,2006,5.817258883248731
crop_yield_total,Nora,2006,5.817258883248731
crop_yield_total,Örebro,2006,5.817258883248731
crop_yield_total,Avesta,2006,4.391891891891892
crop_yield_total,Borlänge,2006,4.391891891891892
crop_yield_total,Falun,2006,4.391891891891892
crop_yield_total,Gagnef,2006,4.391891891891892
crop_yield_total,Hedemora,2006,4.391891891891892
crop_yield_total,Leksand,2006,4.391891891891892
crop_yield_total,Ludvika,2006,4.391891891891892
crop_yield_total,Malung,2006,4.391891891891892
crop_yield_total,Mora,2006,4.391891891891892
crop_yield_total,Orsa,2006,4.391891891891892
crop_yield_total,Rättvik,2006,4.391891891891892
crop_yield_total,Smedjebacken,2006,4.391891891891892
crop_yield_total,Säter,2006,4.391891891891892
crop_yield_total,Vansbro,2006,4.391891891891892
crop_yield_total,Älvdalen,2006,4.391891891891892
crop_yield_total,Bjuv,2006,5.948574622694243
crop_yield_total,Bromölla,2006,5.948574622694243
crop_yield_total,Burlöv,2006,5.948574622694243
crop_yield_total,Båstad,2006,5.948574622694243
crop_yield_total,Eslöv,2006,5.948574622694243
crop_yield_total,Helsingborg,2006,5.948574622694243
crop_yield_total,Hässleholm,2006,5.948574622694243
crop_yield_total,Höganäs,2006,5.948574622694243
crop_yield_total,Hörby,2006,5.948574622694243
crop_yield_total,Höör,2006,5.948574622694243
crop_yield_total,Klippan,2006,5.948574622694243
crop_yield_total,Kristianstad,2006,5.948574622694243
